KPROJ,W,M,PROBES,AvgRecall,AvgAF,QPS,OutFile
16,40,50,100,0.110000,1.237379,7280.139779,runs/hypercube_mnist/run_k16_w40_m50_p100.txt
16,40,50,500,0.110000,1.237379,7100.759781,runs/hypercube_mnist/run_k16_w40_m50_p500.txt
16,40,50,800,0.110000,1.237379,5740.528129,runs/hypercube_mnist/run_k16_w40_m50_p800.txt
16,40,100,1,0.040000,inf,20593.080725,runs/hypercube_mnist/run_k16_w40_m100_p1.txt
16,40,100,2,0.050000,inf,14144.271570,runs/hypercube_mnist/run_k16_w40_m100_p2.txt
16,40,100,5,0.070000,inf,6140.620203,runs/hypercube_mnist/run_k16_w40_m100_p5.txt
16,40,100,10,0.090000,1.280699,7778.469197,runs/hypercube_mnist/run_k16_w40_m100_p10.txt
16,40,100,50,0.170000,1.199851,5674.402769,runs/hypercube_mnist/run_k16_w40_m100_p50.txt
16,40,100,100,0.190000,1.183922,5088.281687,runs/hypercube_mnist/run_k16_w40_m100_p100.txt
16,40,100,500,0.200000,1.181489,4154.204055,runs/hypercube_mnist/run_k16_w40_m100_p500.txt
16,40,100,800,0.200000,1.181489,4016.064257,runs/hypercube_mnist/run_k16_w40_m100_p800.txt
16,40,500,1,0.050000,inf,18298.261665,runs/hypercube_mnist/run_k16_w40_m500_p1.txt
16,40,500,2,0.060000,inf,15195.259079,runs/hypercube_mnist/run_k16_w40_m500_p2.txt
16,40,500,5,0.080000,inf,10323.113451,runs/hypercube_mnist/run_k16_w40_m500_p5.txt
16,40,500,10,0.100000,1.270533,3427.474637,runs/hypercube_mnist/run_k16_w40_m500_p10.txt
16,40,500,50,0.240000,1.153869,2184.646306,runs/hypercube_mnist/run_k16_w40_m500_p50.txt
16,40,500,100,0.340000,1.108420,1606.270882,runs/hypercube_mnist/run_k16_w40_m500_p100.txt
16,40,500,500,0.400000,1.072831,1155.414852,runs/hypercube_mnist/run_k16_w40_m500_p500.txt
16,40,500,800,0.400000,1.072701,1018.838321,runs/hypercube_mnist/run_k16_w40_m500_p800.txt
16,40,1000,1,0.050000,inf,19193.857965,runs/hypercube_mnist/run_k16_w40_m1000_p1.txt
16,40,1000,2,0.060000,inf,13453.518095,runs/hypercube_mnist/run_k16_w40_m1000_p2.txt
16,40,1000,5,0.080000,inf,9254.974549,runs/hypercube_mnist/run_k16_w40_m1000_p5.txt
16,40,1000,10,0.100000,1.270533,5879.240402,runs/hypercube_mnist/run_k16_w40_m1000_p10.txt
16,40,1000,50,0.240000,1.153268,1739.190928,runs/hypercube_mnist/run_k16_w40_m1000_p50.txt
16,40,1000,100,0.350000,1.102340,1059.580194,runs/hypercube_mnist/run_k16_w40_m1000_p100.txt
16,40,1000,500,0.510000,1.055327,562.420207,runs/hypercube_mnist/run_k16_w40_m1000_p500.txt
16,40,1000,800,0.510000,1.055143,574.801837,runs/hypercube_mnist/run_k16_w40_m1000_p800.txt
16,40,2000,1,0.050000,inf,19845.207382,runs/hypercube_mnist/run_k16_w40_m2000_p1.txt
16,40,2000,2,0.060000,inf,8392.782207,runs/hypercube_mnist/run_k16_w40_m2000_p2.txt
16,40,2000,5,0.080000,inf,10575.296108,runs/hypercube_mnist/run_k16_w40_m2000_p5.txt
16,40,2000,10,0.100000,1.270533,6353.643815,runs/hypercube_mnist/run_k16_w40_m2000_p10.txt
16,40,2000,50,0.240000,1.153268,1794.430089,runs/hypercube_mnist/run_k16_w40_m2000_p50.txt
16,40,2000,100,0.380000,1.099346,931.645192,runs/hypercube_mnist/run_k16_w40_m2000_p100.txt
16,40,2000,500,0.630000,1.035573,362.552661,runs/hypercube_mnist/run_k16_w40_m2000_p500.txt
16,40,2000,800,0.630000,1.034711,294.038084,runs/hypercube_mnist/run_k16_w40_m2000_p800.txt
16,40,4000,1,0.050000,inf,19569.471624,runs/hypercube_mnist/run_k16_w40_m4000_p1.txt
16,40,4000,2,0.060000,inf,9082.652134,runs/hypercube_mnist/run_k16_w40_m4000_p2.txt
16,40,4000,5,0.080000,inf,4772.130756,runs/hypercube_mnist/run_k16_w40_m4000_p5.txt
16,40,4000,10,0.100000,1.270533,3264.559937,runs/hypercube_mnist/run_k16_w40_m4000_p10.txt
16,40,4000,50,0.240000,1.153268,1378.644792,runs/hypercube_mnist/run_k16_w40_m4000_p50.txt
16,40,4000,100,0.380000,1.099346,959.536352,runs/hypercube_mnist/run_k16_w40_m4000_p100.txt
16,40,4000,500,0.650000,1.031980,288.140428,runs/hypercube_mnist/run_k16_w40_m4000_p500.txt
16,40,4000,800,0.680000,1.027758,206.559077,runs/hypercube_mnist/run_k16_w40_m4000_p800.txt
16,40,8000,1,0.050000,inf,18663.680478,runs/hypercube_mnist/run_k16_w40_m8000_p1.txt
16,40,8000,2,0.060000,inf,14723.203769,runs/hypercube_mnist/run_k16_w40_m8000_p2.txt
16,40,8000,5,0.080000,inf,10016.025641,runs/hypercube_mnist/run_k16_w40_m8000_p5.txt
16,40,8000,10,0.100000,1.270533,5431.240495,runs/hypercube_mnist/run_k16_w40_m8000_p10.txt
16,40,8000,50,0.240000,1.153268,1977.535200,runs/hypercube_mnist/run_k16_w40_m8000_p50.txt
16,40,8000,100,0.380000,1.099346,874.385744,runs/hypercube_mnist/run_k16_w40_m8000_p100.txt
16,40,8000,500,0.650000,1.031980,308.916568,runs/hypercube_mnist/run_k16_w40_m8000_p500.txt
16,40,8000,800,0.680000,1.027758,204.735533,runs/hypercube_mnist/run_k16_w40_m8000_p800.txt
16,45,10,1,0.020000,inf,26150.627615,runs/hypercube_mnist/run_k16_w45_m10_p1.txt
16,45,10,2,0.020000,inf,27270.248159,runs/hypercube_mnist/run_k16_w45_m10_p2.txt
16,45,10,5,0.020000,inf,25361.399949,runs/hypercube_mnist/run_k16_w45_m10_p5.txt
16,45,10,10,0.020000,inf,25125.628141,runs/hypercube_mnist/run_k16_w45_m10_p10.txt
16,45,10,50,0.020000,1.508080,24703.557312,runs/hypercube_mnist/run_k16_w45_m10_p50.txt
16,45,10,100,0.020000,1.508080,23618.327822,runs/hypercube_mnist/run_k16_w45_m10_p100.txt
16,45,10,500,0.020000,1.508080,19098.548510,runs/hypercube_mnist/run_k16_w45_m10_p500.txt
16,45,10,800,0.020000,1.508080,21824.530773,runs/hypercube_mnist/run_k16_w45_m10_p800.txt
16,45,50,1,0.060000,inf,12493.753123,runs/hypercube_mnist/run_k16_w45_m50_p1.txt
16,45,50,2,0.060000,inf,16116.035455,runs/hypercube_mnist/run_k16_w45_m50_p2.txt
16,45,50,5,0.060000,inf,13287.270795,runs/hypercube_mnist/run_k16_w45_m50_p5.txt
16,45,50,10,0.080000,inf,9289.363679,runs/hypercube_mnist/run_k16_w45_m50_p10.txt
16,45,50,50,0.120000,1.229427,9593.246355,runs/hypercube_mnist/run_k16_w45_m50_p50.txt
16,45,50,100,0.120000,1.229427,8594.757198,runs/hypercube_mnist/run_k16_w45_m50_p100.txt
16,45,50,500,0.120000,1.229427,8832.361774,runs/hypercube_mnist/run_k16_w45_m50_p500.txt
16,45,50,800,0.120000,1.229427,8599.931201,runs/hypercube_mnist/run_k16_w45_m50_p800.txt
16,45,100,1,0.060000,inf,17050.298380,runs/hypercube_mnist/run_k16_w45_m100_p1.txt
16,45,100,2,0.060000,inf,12025.012025,runs/hypercube_mnist/run_k16_w45_m100_p2.txt
16,45,100,5,0.080000,inf,9939.369844,runs/hypercube_mnist/run_k16_w45_m100_p5.txt
16,45,100,10,0.110000,inf,7548.878991,runs/hypercube_mnist/run_k16_w45_m100_p10.txt
16,45,100,50,0.200000,1.175502,5423.581733,runs/hypercube_mnist/run_k16_w45_m100_p50.txt
16,45,100,100,0.210000,1.169891,5020.080321,runs/hypercube_mnist/run_k16_w45_m100_p100.txt
16,45,100,500,0.210000,1.168191,4626.202813,runs/hypercube_mnist/run_k16_w45_m100_p500.txt
16,45,100,800,0.210000,1.168191,4489.337823,runs/hypercube_mnist/run_k16_w45_m100_p800.txt
16,45,500,1,0.070000,inf,17717.930546,runs/hypercube_mnist/run_k16_w45_m500_p1.txt
16,45,500,2,0.070000,inf,13056.534796,runs/hypercube_mnist/run_k16_w45_m500_p2.txt
16,45,500,5,0.100000,inf,8608.074374,runs/hypercube_mnist/run_k16_w45_m500_p5.txt
16,45,500,10,0.140000,inf,5345.878328,runs/hypercube_mnist/run_k16_w45_m500_p10.txt
16,45,500,50,0.270000,1.130363,2026.301392,runs/hypercube_mnist/run_k16_w45_m500_p50.txt
16,45,500,100,0.330000,1.107357,1466.834864,runs/hypercube_mnist/run_k16_w45_m500_p100.txt
16,45,500,500,0.410000,1.082005,1086.307099,runs/hypercube_mnist/run_k16_w45_m500_p500.txt
16,45,500,800,0.410000,1.081875,1090.120240,runs/hypercube_mnist/run_k16_w45_m500_p800.txt
16,45,1000,1,0.070000,inf,13958.682300,runs/hypercube_mnist/run_k16_w45_m1000_p1.txt
16,45,1000,2,0.070000,inf,13054.830287,runs/hypercube_mnist/run_k16_w45_m1000_p2.txt
16,45,1000,5,0.100000,inf,8983.918785,runs/hypercube_mnist/run_k16_w45_m1000_p5.txt
16,45,1000,10,0.140000,inf,5307.855626,runs/hypercube_mnist/run_k16_w45_m1000_p10.txt
16,45,1000,50,0.280000,1.128154,1713.150140,runs/hypercube_mnist/run_k16_w45_m1000_p50.txt
16,45,1000,100,0.400000,1.094326,1060.456633,runs/hypercube_mnist/run_k16_w45_m1000_p100.txt
16,45,1000,500,0.540000,1.055329,586.830353,runs/hypercube_mnist/run_k16_w45_m1000_p500.txt
16,45,1000,800,0.560000,1.053124,548.814287,runs/hypercube_mnist/run_k16_w45_m1000_p800.txt
16,45,2000,1,0.070000,inf,16954.899966,runs/hypercube_mnist/run_k16_w45_m2000_p1.txt
16,45,2000,2,0.070000,inf,12855.122766,runs/hypercube_mnist/run_k16_w45_m2000_p2.txt
16,45,2000,5,0.100000,inf,9270.418096,runs/hypercube_mnist/run_k16_w45_m2000_p5.txt
16,45,2000,10,0.140000,inf,5289.046385,runs/hypercube_mnist/run_k16_w45_m2000_p10.txt
16,45,2000,50,0.280000,1.127565,1774.402470,runs/hypercube_mnist/run_k16_w45_m2000_p50.txt
16,45,2000,100,0.410000,1.093682,915.574844,runs/hypercube_mnist/run_k16_w45_m2000_p100.txt
16,45,2000,500,0.600000,1.047210,362.266338,runs/hypercube_mnist/run_k16_w45_m2000_p500.txt
16,45,2000,800,0.620000,1.040990,313.291060,runs/hypercube_mnist/run_k16_w45_m2000_p800.txt
16,45,4000,1,0.070000,inf,16733.601071,runs/hypercube_mnist/run_k16_w45_m4000_p1.txt
16,45,4000,2,0.070000,inf,11990.407674,runs/hypercube_mnist/run_k16_w45_m4000_p2.txt
16,45,4000,5,0.100000,inf,8903.133903,runs/hypercube_mnist/run_k16_w45_m4000_p5.txt
16,45,4000,10,0.140000,inf,4998.250612,runs/hypercube_mnist/run_k16_w45_m4000_p10.txt
16,45,4000,50,0.280000,1.127565,1734.184240,runs/hypercube_mnist/run_k16_w45_m4000_p50.txt
16,45,4000,100,0.420000,1.092784,910.183129,runs/hypercube_mnist/run_k16_w45_m4000_p100.txt
16,45,4000,500,0.620000,1.043934,284.325963,runs/hypercube_mnist/run_k16_w45_m4000_p500.txt
16,45,4000,800,0.650000,1.035002,210.159974,runs/hypercube_mnist/run_k16_w45_m4000_p800.txt
16,45,8000,1,0.070000,inf,15656.802881,runs/hypercube_mnist/run_k16_w45_m8000_p1.txt
16,45,8000,2,0.070000,inf,11196.954428,runs/hypercube_mnist/run_k16_w45_m8000_p2.txt
16,45,8000,5,0.100000,inf,8571.918395,runs/hypercube_mnist/run_k16_w45_m8000_p5.txt
16,45,8000,10,0.140000,inf,5090.612910,runs/hypercube_mnist/run_k16_w45_m8000_p10.txt
16,45,8000,50,0.280000,1.127565,1775.788894,runs/hypercube_mnist/run_k16_w45_m8000_p50.txt
16,45,8000,100,0.420000,1.092784,933.314667,runs/hypercube_mnist/run_k16_w45_m8000_p100.txt
16,45,8000,500,0.620000,1.043934,273.416780,runs/hypercube_mnist/run_k16_w45_m8000_p500.txt
16,45,8000,800,0.660000,1.033413,194.347972,runs/hypercube_mnist/run_k16_w45_m8000_p800.txt
16,50,10,1,0.030000,inf,26219.192449,runs/hypercube_mnist/run_k16_w50_m10_p1.txt
16,50,10,2,0.030000,inf,21514.629948,runs/hypercube_mnist/run_k16_w50_m10_p2.txt
16,50,10,5,0.030000,inf,24050.024050,runs/hypercube_mnist/run_k16_w50_m10_p5.txt
16,50,10,10,0.030000,1.490039,19516.003123,runs/hypercube_mnist/run_k16_w50_m10_p10.txt
16,50,10,50,0.030000,1.468688,17316.017316,runs/hypercube_mnist/run_k16_w50_m10_p50.txt
16,50,10,100,0.030000,1.468688,20916.126333,runs/hypercube_mnist/run_k16_w50_m10_p100.txt
16,50,10,500,0.030000,1.468688,19853.087155,runs/hypercube_mnist/run_k16_w50_m10_p500.txt
16,50,10,800,0.030000,1.468688,20850.708924,runs/hypercube_mnist/run_k16_w50_m10_p800.txt
16,50,50,1,0.050000,inf,16025.641026,runs/hypercube_mnist/run_k16_w50_m50_p1.txt
16,50,50,2,0.050000,inf,12335.019119,runs/hypercube_mnist/run_k16_w50_m50_p2.txt
16,50,50,5,0.090000,inf,11032.656664,runs/hypercube_mnist/run_k16_w50_m50_p5.txt
16,50,50,10,0.110000,1.311755,10372.368012,runs/hypercube_mnist/run_k16_w50_m50_p10.txt
16,50,50,50,0.120000,1.258574,9016.319538,runs/hypercube_mnist/run_k16_w50_m50_p50.txt
16,50,50,100,0.120000,1.255264,8472.422266,runs/hypercube_mnist/run_k16_w50_m50_p100.txt
16,50,50,500,0.120000,1.255264,8284.317786,runs/hypercube_mnist/run_k16_w50_m50_p500.txt
16,50,50,800,0.120000,1.255264,7185.972981,runs/hypercube_mnist/run_k16_w50_m50_p800.txt
16,50,100,1,0.050000,inf,10778.184954,runs/hypercube_mnist/run_k16_w50_m100_p1.txt
16,50,100,2,0.050000,inf,10856.584519,runs/hypercube_mnist/run_k16_w50_m100_p2.txt
16,50,100,5,0.100000,inf,8797.395971,runs/hypercube_mnist/run_k16_w50_m100_p5.txt
16,50,100,10,0.140000,1.272887,6321.512106,runs/hypercube_mnist/run_k16_w50_m100_p10.txt
16,50,100,50,0.180000,1.196175,4886.391400,runs/hypercube_mnist/run_k16_w50_m100_p50.txt
16,50,100,100,0.180000,1.191578,4850.366203,runs/hypercube_mnist/run_k16_w50_m100_p100.txt
16,50,100,500,0.180000,1.190615,4473.072106,runs/hypercube_mnist/run_k16_w50_m100_p500.txt
16,50,100,800,0.180000,1.190615,4919.565110,runs/hypercube_mnist/run_k16_w50_m100_p800.txt
16,50,500,1,0.060000,inf,9520.182788,runs/hypercube_mnist/run_k16_w50_m500_p1.txt
16,50,500,2,0.080000,inf,8354.218881,runs/hypercube_mnist/run_k16_w50_m500_p2.txt
16,50,500,5,0.140000,inf,5738.880918,runs/hypercube_mnist/run_k16_w50_m500_p5.txt
16,50,500,10,0.200000,1.237009,3590.664273,runs/hypercube_mnist/run_k16_w50_m500_p10.txt
16,50,500,50,0.290000,1.119635,1344.592051,runs/hypercube_mnist/run_k16_w50_m500_p50.txt
16,50,500,100,0.310000,1.096577,1245.205957,runs/hypercube_mnist/run_k16_w50_m500_p100.txt
16,50,500,500,0.360000,1.084754,1073.825503,runs/hypercube_mnist/run_k16_w50_m500_p500.txt
16,50,500,800,0.360000,1.084754,1062.428286,runs/hypercube_mnist/run_k16_w50_m500_p800.txt
16,50,1000,1,0.060000,inf,11373.976342,runs/hypercube_mnist/run_k16_w50_m1000_p1.txt
16,50,1000,2,0.080000,inf,7395.355717,runs/hypercube_mnist/run_k16_w50_m1000_p2.txt
16,50,1000,5,0.140000,inf,4833.252779,runs/hypercube_mnist/run_k16_w50_m1000_p5.txt
16,50,1000,10,0.200000,1.235758,3085.753078,runs/hypercube_mnist/run_k16_w50_m1000_p10.txt
16,50,1000,50,0.320000,1.110969,1172.442902,runs/hypercube_mnist/run_k16_w50_m1000_p50.txt
16,50,1000,100,0.380000,1.082706,803.309636,runs/hypercube_mnist/run_k16_w50_m1000_p100.txt
16,50,1000,500,0.460000,1.064475,579.878226,runs/hypercube_mnist/run_k16_w50_m1000_p500.txt
16,50,1000,800,0.470000,1.064208,549.287574,runs/hypercube_mnist/run_k16_w50_m1000_p800.txt
16,50,2000,1,0.060000,inf,12479.720454,runs/hypercube_mnist/run_k16_w50_m2000_p1.txt
16,50,2000,2,0.080000,inf,4267.486024,runs/hypercube_mnist/run_k16_w50_m2000_p2.txt
16,50,2000,5,0.140000,inf,5240.266206,runs/hypercube_mnist/run_k16_w50_m2000_p5.txt
16,50,2000,10,0.200000,1.235758,3076.449777,runs/hypercube_mnist/run_k16_w50_m2000_p10.txt
16,50,2000,50,0.340000,1.109784,1078.283373,runs/hypercube_mnist/run_k16_w50_m2000_p50.txt
16,50,2000,100,0.440000,1.072857,647.576123,runs/hypercube_mnist/run_k16_w50_m2000_p100.txt
16,50,2000,500,0.600000,1.043951,335.277945,runs/hypercube_mnist/run_k16_w50_m2000_p500.txt
16,50,2000,800,0.620000,1.041996,289.679585,runs/hypercube_mnist/run_k16_w50_m2000_p800.txt
16,50,4000,1,0.060000,inf,12575.452716,runs/hypercube_mnist/run_k16_w50_m4000_p1.txt
16,50,4000,2,0.080000,inf,8647.526807,runs/hypercube_mnist/run_k16_w50_m4000_p2.txt
16,50,4000,5,0.140000,inf,4996.252810,runs/hypercube_mnist/run_k16_w50_m4000_p5.txt
16,50,4000,10,0.200000,1.235758,3006.162633,runs/hypercube_mnist/run_k16_w50_m4000_p10.txt
16,50,4000,50,0.340000,1.109784,1043.547226,runs/hypercube_mnist/run_k16_w50_m4000_p50.txt
16,50,4000,100,0.450000,1.072802,647.048166,runs/hypercube_mnist/run_k16_w50_m4000_p100.txt
16,50,4000,500,0.660000,1.032186,216.174150,runs/hypercube_mnist/run_k16_w50_m4000_p500.txt
16,50,4000,800,0.700000,1.028371,173.038222,runs/hypercube_mnist/run_k16_w50_m4000_p800.txt
16,50,8000,1,0.060000,inf,11222.085063,runs/hypercube_mnist/run_k16_w50_m8000_p1.txt
16,50,8000,2,0.080000,inf,7976.389886,runs/hypercube_mnist/run_k16_w50_m8000_p2.txt
16,50,8000,5,0.140000,inf,5467.767511,runs/hypercube_mnist/run_k16_w50_m8000_p5.txt
16,50,8000,10,0.200000,1.235758,3198.669354,runs/hypercube_mnist/run_k16_w50_m8000_p10.txt
16,50,8000,50,0.340000,1.109784,1043.264165,runs/hypercube_mnist/run_k16_w50_m8000_p50.txt
16,50,8000,100,0.450000,1.072802,625.774396,runs/hypercube_mnist/run_k16_w50_m8000_p100.txt
16,50,8000,500,0.670000,1.031485,192.560984,runs/hypercube_mnist/run_k16_w50_m8000_p500.txt
16,50,8000,800,0.720000,1.026314,128.285883,runs/hypercube_mnist/run_k16_w50_m8000_p800.txt
16,55,10,1,0.030000,inf,17885.888034,runs/hypercube_mnist/run_k16_w55_m10_p1.txt
16,55,10,2,0.030000,inf,24642.681124,runs/hypercube_mnist/run_k16_w55_m10_p2.txt
16,55,10,5,0.030000,1.560660,25113.008538,runs/hypercube_mnist/run_k16_w55_m10_p5.txt
16,55,10,10,0.030000,1.547984,17780.938834,runs/hypercube_mnist/run_k16_w55_m10_p10.txt
16,55,10,50,0.030000,1.547984,19924.287707,runs/hypercube_mnist/run_k16_w55_m10_p50.txt
16,55,10,100,0.030000,1.547984,17972.681524,runs/hypercube_mnist/run_k16_w55_m10_p100.txt
16,55,10,500,0.030000,1.547984,18740.629685,runs/hypercube_mnist/run_k16_w55_m10_p500.txt
16,55,10,800,0.030000,1.547984,21781.746896,runs/hypercube_mnist/run_k16_w55_m10_p800.txt
16,55,50,1,0.040000,inf,12753.475322,runs/hypercube_mnist/run_k16_w55_m50_p1.txt
16,55,50,2,0.040000,inf,9925.558313,runs/hypercube_mnist/run_k16_w55_m50_p2.txt
16,55,50,5,0.060000,1.379109,9863.878477,runs/hypercube_mnist/run_k16_w55_m50_p5.txt
16,55,50,10,0.080000,1.318428,7343.761475,runs/hypercube_mnist/run_k16_w55_m50_p10.txt
16,55,50,50,0.100000,1.291688,8534.607835,runs/hypercube_mnist/run_k16_w55_m50_p50.txt
16,55,50,100,0.110000,1.291540,8501.955450,runs/hypercube_mnist/run_k16_w55_m50_p100.txt
16,55,50,500,0.110000,1.291540,7960.515841,runs/hypercube_mnist/run_k16_w55_m50_p500.txt
16,55,50,800,0.110000,1.291540,8501.232679,runs/hypercube_mnist/run_k16_w55_m50_p800.txt
16,55,100,1,0.040000,inf,9473.285335,runs/hypercube_mnist/run_k16_w55_m100_p1.txt
16,55,100,2,0.050000,inf,8525.149190,runs/hypercube_mnist/run_k16_w55_m100_p2.txt
16,55,100,5,0.070000,1.342026,5886.508123,runs/hypercube_mnist/run_k16_w55_m100_p5.txt
16,55,100,10,0.090000,1.273094,5848.295222,runs/hypercube_mnist/run_k16_w55_m100_p10.txt
16,55,100,50,0.120000,1.228806,5032.459363,runs/hypercube_mnist/run_k16_w55_m100_p50.txt
16,55,100,100,0.130000,1.228657,4767.353166,runs/hypercube_mnist/run_k16_w55_m100_p100.txt
16,55,100,500,0.130000,1.228657,4679.238220,runs/hypercube_mnist/run_k16_w55_m100_p500.txt
16,55,100,800,0.130000,1.228657,4200.445247,runs/hypercube_mnist/run_k16_w55_m100_p800.txt
16,55,500,1,0.060000,inf,8123.476848,runs/hypercube_mnist/run_k16_w55_m500_p1.txt
16,55,500,2,0.090000,inf,5052.546483,runs/hypercube_mnist/run_k16_w55_m500_p2.txt
16,55,500,5,0.140000,1.303395,3443.763345,runs/hypercube_mnist/run_k16_w55_m500_p5.txt
16,55,500,10,0.220000,1.193116,2035.954965,runs/hypercube_mnist/run_k16_w55_m500_p10.txt
16,55,500,50,0.280000,1.122984,1234.964310,runs/hypercube_mnist/run_k16_w55_m500_p50.txt
16,55,500,100,0.310000,1.114322,1134.327004,runs/hypercube_mnist/run_k16_w55_m500_p100.txt
16,55,500,500,0.330000,1.108924,1003.099578,runs/hypercube_mnist/run_k16_w55_m500_p500.txt
16,55,500,800,0.330000,1.108924,1064.690601,runs/hypercube_mnist/run_k16_w55_m500_p800.txt
16,55,1000,1,0.060000,inf,7763.975155,runs/hypercube_mnist/run_k16_w55_m1000_p1.txt
16,55,1000,2,0.090000,inf,5077.688636,runs/hypercube_mnist/run_k16_w55_m1000_p2.txt
16,55,1000,5,0.140000,1.303395,3174.200102,runs/hypercube_mnist/run_k16_w55_m1000_p5.txt
16,55,1000,10,0.240000,1.190601,1771.134057,runs/hypercube_mnist/run_k16_w55_m1000_p10.txt
16,55,1000,50,0.330000,1.100874,801.789594,runs/hypercube_mnist/run_k16_w55_m1000_p50.txt
16,55,1000,100,0.380000,1.090391,660.886116,runs/hypercube_mnist/run_k16_w55_m1000_p100.txt
16,55,1000,500,0.430000,1.081350,547.165682,runs/hypercube_mnist/run_k16_w55_m1000_p500.txt
16,55,1000,800,0.430000,1.081350,532.243299,runs/hypercube_mnist/run_k16_w55_m1000_p800.txt
16,55,2000,1,0.060000,inf,7857.311228,runs/hypercube_mnist/run_k16_w55_m2000_p1.txt
16,55,2000,2,0.090000,inf,5014.290729,runs/hypercube_mnist/run_k16_w55_m2000_p2.txt
16,55,2000,5,0.140000,1.303395,3237.293623,runs/hypercube_mnist/run_k16_w55_m2000_p5.txt
16,55,2000,10,0.240000,1.190601,1624.827362,runs/hypercube_mnist/run_k16_w55_m2000_p10.txt
16,55,2000,50,0.380000,1.092220,590.793081,runs/hypercube_mnist/run_k16_w55_m2000_p50.txt
16,55,2000,100,0.480000,1.066315,408.016712,runs/hypercube_mnist/run_k16_w55_m2000_p100.txt
16,55,2000,500,0.560000,1.047750,285.555191,runs/hypercube_mnist/run_k16_w55_m2000_p500.txt
16,55,2000,800,0.560000,1.047750,269.322546,runs/hypercube_mnist/run_k16_w55_m2000_p800.txt
16,55,4000,1,0.060000,inf,7473.841555,runs/hypercube_mnist/run_k16_w55_m4000_p1.txt
16,55,4000,2,0.090000,inf,5171.433004,runs/hypercube_mnist/run_k16_w55_m4000_p2.txt
16,55,4000,5,0.140000,1.303395,3082.614057,runs/hypercube_mnist/run_k16_w55_m4000_p5.txt
16,55,4000,10,0.240000,1.190601,1786.416092,runs/hypercube_mnist/run_k16_w55_m4000_p10.txt
16,55,4000,50,0.380000,1.092220,571.167466,runs/hypercube_mnist/run_k16_w55_m4000_p50.txt
16,55,4000,100,0.530000,1.059800,358.864123,runs/hypercube_mnist/run_k16_w55_m4000_p100.txt
16,55,4000,500,0.690000,1.031285,170.001530,runs/hypercube_mnist/run_k16_w55_m4000_p500.txt
16,55,4000,800,0.710000,1.029382,152.450179,runs/hypercube_mnist/run_k16_w55_m4000_p800.txt
16,55,8000,1,0.060000,inf,7269.026677,runs/hypercube_mnist/run_k16_w55_m8000_p1.txt
16,55,8000,2,0.090000,inf,4539.676775,runs/hypercube_mnist/run_k16_w55_m8000_p2.txt
16,55,8000,5,0.140000,1.303395,3329.670696,runs/hypercube_mnist/run_k16_w55_m8000_p5.txt
16,55,8000,10,0.240000,1.190601,1661.405549,runs/hypercube_mnist/run_k16_w55_m8000_p10.txt
16,55,8000,50,0.380000,1.092220,590.618614,runs/hypercube_mnist/run_k16_w55_m8000_p50.txt
16,55,8000,100,0.530000,1.059800,364.359783,runs/hypercube_mnist/run_k16_w55_m8000_p100.txt
16,55,8000,500,0.710000,1.027927,120.498623,runs/hypercube_mnist/run_k16_w55_m8000_p500.txt
16,55,8000,800,0.760000,1.020623,92.071366,runs/hypercube_mnist/run_k16_w55_m8000_p800.txt
16,60,10,1,0.010000,inf,20316.944332,runs/hypercube_mnist/run_k16_w60_m10_p1.txt
16,60,10,2,0.010000,inf,25303.643725,runs/hypercube_mnist/run_k16_w60_m10_p2.txt
16,60,10,5,0.010000,1.584328,23741.690408,runs/hypercube_mnist/run_k16_w60_m10_p5.txt
16,60,10,10,0.010000,1.564249,23185.717598,runs/hypercube_mnist/run_k16_w60_m10_p10.txt
16,60,10,50,0.010000,1.564249,24166.263896,runs/hypercube_mnist/run_k16_w60_m10_p50.txt
16,60,10,100,0.010000,1.564249,19171.779141,runs/hypercube_mnist/run_k16_w60_m10_p100.txt
16,60,10,500,0.010000,1.564249,21294.718910,runs/hypercube_mnist/run_k16_w60_m10_p500.txt
16,60,10,800,0.010000,1.564249,20500.205002,runs/hypercube_mnist/run_k16_w60_m10_p800.txt
16,60,50,1,0.030000,inf,11357.183419,runs/hypercube_mnist/run_k16_w60_m50_p1.txt
16,60,50,2,0.030000,inf,9588.647042,runs/hypercube_mnist/run_k16_w60_m50_p2.txt
16,60,50,5,0.050000,1.372654,9265.264523,runs/hypercube_mnist/run_k16_w60_m50_p5.txt
16,60,50,10,0.050000,1.334068,7863.489817,runs/hypercube_mnist/run_k16_w60_m50_p10.txt
16,60,50,50,0.060000,1.308776,8123.476848,runs/hypercube_mnist/run_k16_w60_m50_p50.txt
16,60,50,100,0.070000,1.308627,7949.757532,runs/hypercube_mnist/run_k16_w60_m50_p100.txt
16,60,50,500,0.070000,1.308627,8250.144378,runs/hypercube_mnist/run_k16_w60_m50_p500.txt
16,60,50,800,0.070000,1.308627,8111.615834,runs/hypercube_mnist/run_k16_w60_m50_p800.txt
16,60,100,1,0.040000,inf,8316.008316,runs/hypercube_mnist/run_k16_w60_m100_p1.txt
16,60,100,2,0.050000,inf,7329.228965,runs/hypercube_mnist/run_k16_w60_m100_p2.txt
16,60,100,5,0.070000,1.304293,5929.791271,runs/hypercube_mnist/run_k16_w60_m100_p5.txt
16,60,100,10,0.070000,1.264582,5442.769281,runs/hypercube_mnist/run_k16_w60_m100_p10.txt
